company_name,linkedin_url,description,fleet_size
Heli Air Monaco,https://linkedin.com/company/heli-air-monaco,"Since its creation in 1976, Héli Air Monaco has transported more than 3 million passengers from Monaco, Cannes, Nice, Saint Tropez, Courchevel, Italy, ...",1
Heli Air Services,https://linkedin.com/company/heliair,"Heli Air is the authorised distributor for the full range of Robinson helicopters including the R22, the R44 and the latest R66 Turbine. Heli Air has for many ...",4
Heli Holland,https://linkedin.com/company/heli-holland,Since 1980 Heli Holland is the name in the helicopter aviation industry and active in every facet of it. Heli Holland grew from a small agricultural ...,16
Heli Securite,https://linkedin.com/company/heli-securite/,"Heli Securite provides a luxury helicopter transfer service on the French Riviera, Monaco and French Alps. We organize exclusive charter flights for you, ...",1
Heli Service International,https://linkedin.com/company/heliservice/,"With over 30 years of experience, HeliService is a global leader in offshore transportation, helicopter maintenance, and HEMS (Helicopter Emergency Medical ...",10
Heli-Team,https://linkedin.com/company/the-heliteam,The HeliTeam is US based full service aviation company boasting the highest safety standards and professional service at every level.,6
Héli-Union,https://linkedin.com/company/heli-union,"Heli-Union has three core businesses with regards to helicopters : Operations : Commercial air transportation services in support of drilling programmes, ...",7
Helibravo,https://linkedin.com/company/helibravo-aviation,"Empresa Portuguesa, especializada na área de Aviação Civil, conta com uma frota constituída por diversos modelos de helicópteros. A Helibravo faz parte do Grupo ...",2
Helicol,https://linkedin.com/company/helicol-sas/,"Somos la aerolínea no regular con mayor experiencia en LATAM y Colombia, con más de 67 años de experiencia en aviación ejecutiva, FBO & MRO.",6
HeliDubai,https://linkedin.com/company/helidubai,"HeliDubai is the premier helicopter service provider in the UAE, offering a wide range of services from Scenic Tours, Corporate & VIP transfers, Private ...",5
Helijet International,https://linkedin.com/company/helijet-international-inc,"Helijet offers a wide range of scheduled, scenic and corporate charter services, serving Vancouver, Richmond, Victoria, Nanaimo, Haida Gwaii, Prince Rupert and ...",14
Heliservicio,https://linkedin.com/company/heliservicio,Heliservicio · Aeronáutica y aviación · Sobre nosotros · Ubicaciones · Empleados en Heliservicio · Páginas similares · Inicia sesión para ver a quién conoces en ...,9
Helistar,https://linkedin.com/company/helistar-sa,"At Helistar SA, we pride ourselves on delivering top-tier helicopter charter services marked by safety, luxury, and exceptional customer care.",18
Helitrans,https://linkedin.com/company/helitrans,"Helitrans is a highly experienced helicopter company based across Norway. We work with 23 helicopters; H125, and Bell 205. With committed focus on safety and ...",25
HELITY Copter Airlines,https://linkedin.com/company/helitycopter,Sitio web: http://www.helity.es. Enlace externo para HÉLITY Copters Airlines ; Sector: Aeronáutica y aviación ; Tamaño de la empresa: De 51 a 200 empleados ; Sede ...,4
Helsinki Citycopter,https://linkedin.com/company/helsinki-citycopter,Reliable helicopter flights and air tours in Finland. Look into our services on our website or ask for a customized tour.,3
Helvetic Airways,https://linkedin.com/company/helvetic-airways,Swiss regional airline Helvetic Airways provides a range of short- and medium-haul air services from its Zurich Airport and EuroAirport Basel-Mulhouse-Freiburg ...,22
Hera Flight,https://linkedin.com/company/hera-flight,"Hera Flight is a leading provider of aircraft charter flights. In addition, we provide aircraft maintenance, aircraft management and assist with the purchasing ...",15
Heron Aviation,https://linkedin.com/company/heron.aviation,"Heron Aviation is a German Business Aviation Management Company located in Southern Germany. We are a growing and dynamic company, specialized in aircraft ...",8
Heston Airlines,https://linkedin.com/company/heston-airlines,"We provide our aircraft with experienced crew, perfectly maintained and fully insured (ACMI). For the Airlines: Long-term or short-term wet lease services.",10
Hi Fly,https://linkedin.com/company/hi-fly/,"Hi Fly is the major private company dedicated to Wet Leasing across Europe. Is an EU OPS carrier, FAA approved, EASA and IOSA certified that operates worldwide.",13
Himalaya Airlines,https://linkedin.com/company/himalaya-airlines-pvt-ltd,"Himalaya Airlines (H9) is a Nepal-China joint venture International Airlines, established in 2014 with two complimenting objectives.",4
Hinterland Aviation,https://linkedin.com/company/hinterland-aviation,"Established in 1984 as a charter operator mainly servicing the mining industry, Hinterland Aviations has since expanded to operate general air charter all ...",16
HiSky,https://linkedin.com/company/hisky-europe,HiSky is a privately owned airline that has been operating regular and charter passenger flights since 2021. With operation bases from Romania and the Republic ...,8
HK express,https://linkedin.com/company/hong-kong-express,"Hong Kong's only Low-Cost Carrier (LCC) focusing on low fares, on-time reliability and high safety standards.",41
Hokkaido Air System,https://linkedin.com/company/japan-airlines,Hokkaido Air System (HAC) Primarily operates regional routes in Hokkaido via Okadama Airport in Sapporo. J-AIR Flies domestic routes within Japan via ...,4
Honeywell International,https://linkedin.com/company/honeywell,"Honeywell is a Fortune 500 company that invents and manufactures technologies to address tough challenges linked to global macrotrends such as safety, security ...",2
Hong Kong Air Cargo,https://linkedin.com/company/hong-kong-air-cargo-carrier-limited,"Established and rooted in the vibrant hub of Hong Kong since 2017, Hong Kong Air Cargo has emerged as a premier all-cargo airline, offering crafted charter and ...",5
Hong Kong Airlines,https://linkedin.com/company/hkairlines,"Established in 2006, Hong Kong Airlines is a full-service airline firmly rooted in Hong Kong. We are committed to offering an exceptional customer experience.",28
Hop-A-Jet,https://linkedin.com/company/south-florida-jet-center-d-b-a-hop-a-jet,"South Florida Jet Center is a 14 CFR Part 145 approved repair station and the sole maintenance provider for our Part 135 operation, Hop-A-Jet Worldwide Jet ...",7
Hoper,https://linkedin.com/company/fly-with-hoper,"hoper is the first scheduled helicopter airline in Greece. With a fleet of versatile helicopters plus an enthusiastic and experienced team, we're launching an ...",5
Hoverfly,https://linkedin.com/company/hoverfly,Hoverfly Technologies is an industry leader in tethered UAV solutions. We have a long and proven history of innovative and first-to-market technologies.,3
HTM Helicopter Travel Munich,https://linkedin.com/company/htm-helicopter-travel-munich-gmbh,Mit 25 Hubschraubern und 150 Mitarbeitern an 6 Standorten sind wir von der HTM Group einer der größten Dienstleister im Bereich Hubschrauber-Services im ...,15
Hubei Sky-Blue International Aviation Academy,,,3
Hummingbird Aviation,https://linkedin.com/company/hummingbird-aviation-services,"We offer tailormade flight solutions for every occasion. With our fleet of 18 aircrafts total consisting of 8 Jet Aircrafts, 2 Turboprop Aircrafts and 7 ...",3
Hungary - Air Force,https://linkedin.com/company/ministry-of-defence-hungary,"Another asset to enhance the Hungarian Armed Forces' responsiveness has arrived. The KC-390 tactical transport aircraft, ordered in 2020 by the former ...",7
Hungary Airlines,https://linkedin.com/company/hungaryairlines,Hungary Airlines | 639 followers on LinkedIn. Your partner in global connectivity. For job inquiry please email: recruit@huairlines.com.,1
Hunnu Air,https://linkedin.com/company/hunnu-air-llc,Hunnu Air LLC is a Mongolian airline that began scheduled flights in 2011. Hunnu Air is the leading national airline with over 200 employees.,6
Hydro-Québec,https://linkedin.com/company/hydro-quebec,"Hydro-Québec produit, transporte et distribue de l'électricité. Elle exploite essentiellement des énergies renouvelables, plus particulièrement l' ...",4
Hyperion Aviation,https://linkedin.com/company/hyperion-aviation-ltd.,"Hyperion Aviation can assist you with business jet management, charter and jet cards, aircraft sales and structuring, airline and leasing support services.",7
I-Fly,https://linkedin.com/company/ifly-indoor-skydiving-uk,"iFLY is the leading Indoor Skydiving company in the UK. With four wind tunnels: Milton Keynes (opened 2005), Manchester (opened 2009), Basingstoke (opened 2013 ...",6
I-Fly Air,https://linkedin.com/company/ifly.com,iFly.com is the largest online resource for navigating commercial airports and assisting passengers in all aspects of their journey.,3
IAS Medical,https://linkedin.com/company/ias-medical-limited,"At IAS Medical we provide a Private Air Ambulance Service to health institutions, governments, insurance companies and individuals around the world.",7
IASCO Flight Training,https://linkedin.com/company/iasco-flight-training,The New Standard for Professional Pilot Training: IASCO specializes in ab initio airline sponsored flight training. We have been in business since 1971 and ...,24
IBC Airways,https://linkedin.com/company/ibc-airways,"IBC Airways is a US Flag carrier headquartered in South Florida, and certified since 1991. Our fleet consists of 10 Saab 340 Freighters (7500 lb payload), and ...",15
Iberia,https://linkedin.com/company/iberia,"Iberia is Spain's number-one airline group and the leader in the Europe-Latin America market, with the single greatest array of destinations and flight ...",137
Iberia Express,https://linkedin.com/company/iberia-express/,"We are part of the Iberia Group, the leading low-cost airline at Madrid airport and on routes to the Canary and Balearic Islands. Our hybrid “low cost, ...",29
Iberojet,https://linkedin.com/company/iberojet-es,"Iberojet | 47.105 seguidores en LinkedIn. Iberojet es la aerolínea de Ávoris , especializada en vuelos vacacionales. Disponemos de una flota moderna ...",8
Ibex Airlines,https://linkedin.com/company/ibex-air-charter,Website: http://www.ibexaircharter.com. External link for IBEX Air Charter. Industry: Truck Transportation. Employees at IBEX Air Charter.,9
Ibom Air,https://linkedin.com/company/ibomairlines,"Ibom Air aims to set the standard as the airline of choice for customers in Nigeria, West Africa and beyond by focusing on service excellence, hospitality and ...",7
Icar Air,https://linkedin.com/company/icar-vietnam-company-limited,"ICAR is a Vietnamese car technology company that is a pioneer in investing in innovation, researching and developing products, providing integrated diverse ...",1
Icelandair,https://linkedin.com/company/icelandair,"Icelandair is an international airline serving gateways in Europe, North America & Greenland from its hub in Iceland.",46
ICS-Aero,https://linkedin.com/company/innovative-control-systems-lp,"We also specialize in several communications protocols including ARINC-429, ARINC-825, ASCB-D, Enhanced ASCB and ARINC 664. Website: http://www.icsaero.com.",2
IFA - Instituto de Formacao Aeronautica,https://linkedin.com/company/awa-aeronautical-web-academy,"Com mais de 16 anos de atividade, a AWA - AERONAUTICAL WEB ACADEMY tem contribuído para a formação aeronáutica, a par de outras boas escolas, colocando no ...",16
IFL Group,https://linkedin.com/company/ifl-group,IFL Group · Aeronáutica y aviación · Sobre nosotros · Ubicaciones · Empleados en IFL Group · Páginas similares · Buscar empleos · Inicia sesión para ver a quién ...,22
Ikar,https://linkedin.com/company/ikar-israel-ltd,"IKAR Ltd is a global leader in textile innovation, with over 35 years of expertise in manufacturing intimates, athleisure, and performance wear.",8
Image Air Charter,https://linkedin.com/company/image-air-charter-llc,"Since 2007, Image Air Charter has been providing not only luxurious, but hassle free Aircraft Charter services. Our level of experience and professionalism is ...",1
ImperialJet,https://linkedin.com/company/imperial-jet,"ImperialJet are a long-established provider of tailored private jet charter, leasing, management and ownership solutions.",1
India - Air Force,https://linkedin.com/company/indian-air-force-iaf/,"الموقع الإلكتروني: https://indianairforce.nic.in/. رابط خارجي لـ Indian Air Force (IAF). المقر الرئيسي: NEW DELHI, DELHI ...",276
Indiana State University Flight Academy,https://linkedin.com/company/equus-flight-academy,"July 14-17 Sky Explorers Camp—Seymour, Indiana!! High school students 9th-11th grade. Explore the airfield, learn about aviation careers, ...",14
IndiaOne Air,https://linkedin.com/company/indiaone-air-5029171b6,"IndiaOne Air is a rapidly growing Regional Airline - headquartered in Ahmedabad, Gujarat. We began our operations back in 2022 and are planning on growing ...",2
IndiGo,https://linkedin.com/company/indigoag,"Indigo Ag improves farmer profitability, environmental sustainability, and consumer health through the use of nature-based and digital ...",408
Initium Aviation,https://linkedin.com/company/initium-aerospace-ltd,"Initium Aerospace is a highly selective team of the sharpest young minds in engineering from around the globe, working on providing solutions to some of the ...",4
Inner Mongolia Northern Express,https://linkedin.com/company/primumby,"PRIMUM | Road Carrier. Truck Transportation. Auto transport from China to European community, Belarus, Russia, Kazakhstan, Mongolia. Asset owner, 700+ trucks.",1
Intel Air Shuttle,https://linkedin.com/company/gmjairshuttle,Air Shuttle manages and operates an exclusive corporate aviation shuttle service and enterprise solution for a West Coast based Fortune 100 company.,2
InterCaribbean Airways,https://linkedin.com/company/intercaribbean,interCaribbean Airways is the leading regional airline serving intra Caribbean flights to more destinations across the Caribbean islands than any other ...,21
InterJet West,https://linkedin.com/company/interjet-west-recruiting,"Interjet West Recruiting | 15 followers on LinkedIn. Interjet West, a 14 CFR 125 Boeing operator, offers on-demand cargo services in the U.S. and Latin ...",1
International Committee of the Red Cross,https://linkedin.com/company/icrc,"Established in 1863, the International Committee of the Red Cross (ICRC) works worldwide to provide humanitarian help for people affected by conflict and armed ...",1
International Jet,https://linkedin.com/company/international-jet-aviation-services,"Our exclusive jet charters provide you with a safe, discreet and professional way to travel. Contact us today at (303) 790-0414 for a FREE QUOTE.",6
International Jet Management,https://linkedin.com/company/international-jet-management-gmbh,"International Jet Management GmbH is an airline/aviation company based out of Vienna, Austria. Website: http://www.ijm.at. External link for ...",11
IrAero,https://linkedin.com/company/cam-ranh-international-terminal,"... Ir Aero, and Ikar Airlines — further enhancing air connectivity between Russia and Vietnam. From May onwards, Red Wings will operate regular flights from ...",9
Iran Air,https://linkedin.com/company/iranair,The flag carrier airline of Iran and the oldest airline in the Middle East. Its main bases are the Tehran Imam Khomeini International Airport for international ...,32
Iran Airtour,https://linkedin.com/company/iranairtour,Iran Airtour Airline is proud to be one of the most experienced and trusted airlines in Iran. With over 40 years of experience and moving 25 million passengers.,17
Iran Aseman Airlines,https://linkedin.com/company/iran-aseman-airlines,Aseman was the first aviation company in the Middle East to provide Air Ambulance services and is approved for maintenance of additional below fleets.,16
Iraq Gate Company,https://linkedin.com/company/iraq-gate-company,"Iraq Gate Company was founded at 2006 and located in Basra city as amalgamation of International companies already established and based in UAE, New Zealand & ...",5
Iraqi Airways,https://linkedin.com/company/iraqi-airways,"Iraqi Airways one of the first Airline in Middle East, We Operate Diverse Destinations To our Diverse People. With Our Efficient and Modern #Lamassu Fleet #A ...",28
Island Aviation,https://linkedin.com/company/iaslaero,Island Aviation Services Limited established in 2000 is wholly owned by the Government of Maldives and is based in the capital Male'.,2
Island Wings Charter,https://linkedin.com/company/best-jets-international,"Founded in 1995, Best Jets International is a full-service Part 135 air charter and aircraft management company. What began as a Part 91 operation with one ...",2
Israir Airlines,https://linkedin.com/company/israir/,"As of its establishment, Israir has specialized in producing, marketing, distributing, and selling flight packages and tourist services using its fleet of 6 ...",8
ITA Airways,https://linkedin.com/company/ita-airways,"Ciao! Siamo la Compagnia aerea italiana di riferimento, operativa dal 15 ottobre 2021. Siamo una società partecipata al 59% dal Ministero dell' ...",102
Italfly,https://linkedin.com/company/italflyaviation,"-Italfly Academy, scuola di volo leader in Europa nell'ambito della formazione di piloti di aereo ed elicottero, sia per brevetti ad uso privato che licenze di ...",11
Italy - Air Force,https://linkedin.com/company/virtual-italian-air-force,"The Virtual Italian Air Force, VIAF, is a cultural association no profit, and a virtual flight association born in 2003 (DLn388 Dec.7,2000) ...",206
Italy - Army,https://linkedin.com/company/italian-army,Italian Army · Armed Forces · About us · Locations · Employees at Italian Army · Similar pages · Browse jobs · Sign in to see who you already know at Italian Army.,37
Italy - Coast Guard,https://linkedin.com/company/frontex,"We are based in Warsaw, Poland. We also have offices in Piraeus (Greece) and in Catania (Italy) and deploy liaison officers to various EU and non-EU countries.",20
Italy - Navy,https://linkedin.com/company/navy-region-eurafcent,"Located in Naples, Italy, Region EURAFCENT encompasses a geographic area which spans across three continents, stretching from the Atlantic Ocean to the Arabian ...",36
iXAir,https://linkedin.com/company/ixair,IXAIR is a corporate jet company based in France. Since 20 years IXAIR offers business aviation transport solutions and consulting services for the ...,4
Izhavia,,,7
J D Aviation,https://linkedin.com/company/jd-aviation-limited,"View all 3 employees About us http://www.jd-aviation.co.uk/ Locations 1 Higher Heyes Dr Kingsley, WA6 8DQ, GB Get directions",2
Jambojet,https://linkedin.com/company/jambojet,"Jambojet, Kenya's first low-cost airline, is set to revolutionize the way you travel by opening up the skies for all to fly for less.",9
Japan Air Commuter,https://linkedin.com/company/japan-airlines,Japan Air Commuter (JAC) Flies to Amami Islands and other domestic cities in Japan via Kagoshima Airport. Japan Transocean Air (JTA) Flies between the ...,11
Japan Airlines,https://linkedin.com/company/japan-airlines,"Japan Airlines (JAL), Japan's first private aviation company, was established in 1951 and is a member of the oneworld® Alliance. The airline operates a ...",151
Japan Transocean Air,https://linkedin.com/company/japan-airlines,"Japan Airlines (JAL), Japan's first private aviation company, was established in 1951 and is a member of the oneworld® Alliance.",19
Jayawijaya Dirgantara,https://linkedin.com/company/kusu-island-resort,"Luxury Holiday and Dive Resort in South Halmahera, Maluku, Indonesia offering scuba diving, water sports, land excursions, SPA and wellness treatments.",1
Jazeera Airways,https://linkedin.com/company/jazeeraairways,Jazeera Airways is the first non-government owned airline in the Middle East that now serves nearly 60 destinations with a fleet of Airbus A320 and A320neo ...,23
JDL Airlines,https://linkedin.com/company/jdl-horizons-llc,"JDL Horizons, with its award-winning Eduvision broadcast solution is the trusted adviser to K-12 educators, associations and agencies.",10
Jeju Air,https://linkedin.com/company/jeju-air,"Jeju Air is the largest and fast growing Low Cost Carrier in Korea. Operates 37 Boeing 737-800s and almost 10 international destinations from Seoul, Busan, ...",43
Jet Access,https://linkedin.com/company/flyjetaccess,"Jet Access is the first vertically integrated, fully transparent full-service aviation management company in the industry. We are committed to making ...",3
Jet Air Group,https://linkedin.com/company/jet-air-group,"Jet Air Group is an aviation business headquartered at Austin Straubel International Airport (GRB) in Green Bay, WI. Jet Air was named 2012 Wisconsin Aviation ...",3
Jet Aviation Business Jets,https://linkedin.com/company/jet-aviation,"Since 1967, Jet Aviation has been crafting flight in its smoothest form. From one hangar in Basel, Switzerland, to some 50 locations worldwide.",6
Jet Aviation Business Jets Deutschland,https://linkedin.com/company/jet-aviation,"Since 1967, Jet Aviation has been crafting flight in its smoothest form. From one hangar in Basel, Switzerland, to some 50 locations worldwide.",1
Jet Aviation Flight Services,https://linkedin.com/company/jet-aviation,"Since 1967, Jet Aviation has been crafting flight in its smoothest form. From one hangar in Basel, Switzerland, to some 50 locations worldwide.",4
Jet Concierge Club,https://linkedin.com/company/jet-concierge-club,Jet Concierge Club is a new concept in business aviation transparency; an aircraft management co-operative run entirely for its aircraft owner members.,1
Jet Edge,https://linkedin.com/company/jet-edge-international,Jet Edge is a leader in full-service global private aviation. As an integrated large-cabin and super-midsize management operator and maintenance provider.,6
Jet Executive,https://linkedin.com/company/executive-jet-management,"Drawing on over 45 years of aviation expertise, Executive Jet Management (EJM) leads the industry in aircraft management and private jet charter.",4
Jet Fly Airline,https://linkedin.com/company/jetfly/,"Jetfly is a shared business aviation company based in Luxembourg. Incorporated in 1999, it was bought by Cédric Lescop and Maxime Bouchard in 2010.",3
Jet It,https://linkedin.com/company/gojetit,Jet It is about maximizing life's experiences whether it's for business or pleasure. Jet It utilizes a hybrid-fractional ownership model based on days – not ...,8
Jet Linx Aviation,https://linkedin.com/company/jet-linx,"At Jet Linx, we've taken a different approach to private jet travel. A smarter, more focused approach. Our business model focuses on a local operation rather ...",133
Jet Logistics,https://linkedin.com/company/jet-logistics-inc,"Today, Jet Logistics offers comprehensive general aviation services thru its Commercial, AeroMedOPS™ and GovOPS™ programs, including: air medical transport ...",5
Jet Net Services,https://linkedin.com/company/jetnet,"JETNET powers investment, growth, operations, and safety through the most comprehensive data and actionable intelligence in aviation.",2
Jet OUT,https://linkedin.com/company/jetout,"Jet OUT is your gateway to the next level; join us for superior accommodations, reduced travel times, and unmatched value.",9
Jet Rescue Air Ambulance,https://linkedin.com/company/jet-rescue-air-ambulance,Jet Rescue Air ambulance specializes in long distance critical care air ambulance both domestic and international. Our service is provided onboard 4 Lear jets.,4
Jet Story,https://linkedin.com/company/blue-jet,"Jet Story is Central and Eastern Europe's leading executive jet operator and maintenance organization. We render charter, management and maintenance services to ...",10
Jet-A,https://linkedin.com/company/jet-ainc,"Jet-A, Inc. is a diversified company that provides technical products, services and solutions to the aviation fuel industry. Founded to improve efficiency, ...",1
Jet2,https://linkedin.com/company/jet2,"Join Jet2.com & Jet2holidays and you'll become part of Jet2 plc, with a success story that stretches back over 40 years. Since its first flight to Amsterdam ...",131
JetBlue,https://linkedin.com/company/jetblue,"We're proud to be New York's Hometown Airline®, and a leading carrier in Boston, Fort Lauderdale - Hollywood, Los Angeles, Orlando, and San Juan.",295
Jetcall,https://linkedin.com/company/jetcall/,JetCall propose une solution d'agents vocaux IA pour les professionnels. Website: https://jetcall.app. External link for JetCall. Industry: Technology ...,1
Jetfly Aviation,https://linkedin.com/company/jetfly,"Jetfly is a shared business aviation company based in Luxembourg. Incorporated in 1999, it was bought by Cédric Lescop and Maxime Bouchard in 2010 and has ...",43
Jetica,https://linkedin.com/company/era-aviation,"Similar pages. JETICA ENGINEERING. Architecture and Planning. Macsen Aviation. Airlines and Aviation. Udaipur, Rajasthan. AR AIRWAYS PRIVATE LIMITED. Truck ...",7
Jetkontor,https://linkedin.com/company/jetkontor,"We are your trusted partner in business aviation and private jet charter, offering you a comprehensive and relaxing travel experience. We achieve this standard ...",3
JetNetherlands,https://linkedin.com/company/aslprivatejets,"The Group owns two EASA Air Operator Certificates in Belgium (ASL) and in the Netherlands (JetNetherlands) with a fleet of more than 45 aircraft, ranging from ...",10
jetNEXA,https://linkedin.com/company/jetnexa,"At jetNEXA, our mission is to redefine luxury aviation by putting safety, excellence, and client-centricity at the forefront of everything we do.",1
Jetology,https://linkedin.com/company/jetology,"Jetology is a team of like-minded professionals with vast experience and high-level expertise in private and commercial aircraft management, operation, ...",2
JetRight,https://linkedin.com/company/jetright,"Based at Nashville International Airport (BNA), JetRight is committed to aircraft management efficiency by offering a wide range of services.",10
Jetset,https://linkedin.com/company/jetset-group-inc,JetSet Group Inc is your premier full-service private jet and aircraft brokerage company for all types of flights worldwide. We provide outstanding customer ...,3
JetSMART,https://linkedin.com/company/jetsmartaviation,"JetSmart Aviation Services is a full service FBO located in Rochester, NY. We offer an extensive variety of services including: U.S. Customs on ramp service ...",49
Jetstar,https://linkedin.com/company/jetstar-airways,The Jetstar Group has one of the most extensive ranges of destinations in the Asia Pacific region. It is made up of Jetstar Airways (subsidiary of the ...,125
JetStream,https://linkedin.com/company/jetstreamio,"Jetstream invests in founders advancing life and prosperity on our planet. Website: http://www.jetstream.io. External link for Jetstream. Industry: Technology, ...",9
Jetstream Aviation Congo,https://linkedin.com/company/jetstream-aviation-congo,"Specializing in luxury private jet charters, we provide seamless, secure, and personalized travel experiences for business executives, leisure travelers, and ...",1
Jettime,https://linkedin.com/company/jettimecom,Jettime is a Danish-owned charter and ACMI airline. Jettime was founded in June 2020 after a transfer of business from the previous Jet Time A/S. Jettime ...,14
Jetways Airlines,https://linkedin.com/company/jetwaysairlinesltd,"Jetways Airlines Limited is a Kenyan registered airline company based at Wilson Airport, Nairobi. We are fully licensed to operate scheduled, non-scheduled and ...",4
Jhonlin Air Transport,https://linkedin.com/company/pt-jhonlin-group/,"Locations · Primary. Batulicin-Tanjung Serdang. Simpang Empat, South Kalimantan, ID. Get directions · Jalan Jakarta Selatan. Batununggal, West Java, ID. Get ...",4
Jiangsu Jet,https://linkedin.com/company/jet-coldchain-equipment/,"JET ColdChain devotes to manufacturing advanced quick freezing equipment and food machinery for food industry. JET ColdChain, with lots of proprietary ...",1
Jiangxi Air,https://linkedin.com/company/jiangxi-nanxiang-air-compressors-co-ltd,"Jiangxi Nanxiang Air Compressor Co., Ltd. was founded in 1985. The company specializes in the design, production, and sales of screw compressors.",18
Jiangxi Express Aviation,https://linkedin.com/company/ubiq-aerospace,"Born from Norwegian innovation and rooted in NASA engineering excellence, we are a team of pioneers solving aerospace's biggest challenges.",11
Jin Air,https://linkedin.com/company/jin-air,"Jin Air, founded in 2008, has grown rapidly and has provided new and exciting travel experiences since its inaugural flight in July of that year.",31
Jinxiang Airlines,,,3
Jivair,https://linkedin.com/company/jivair,"Jivair is the oldest commercial operator of business jets in Sweden. Based in Gothenburg since 1981, performing VIP, business, donor and cargo flights on a 24/ ...",2
JoinJet,https://linkedin.com/company/joinjet,JoinJet is part of the Danish airline SUN-AIR of Scandinavia A/S that has operated regional scheduled flights from Denmark since 1978.,6
Jonair,https://linkedin.com/company/jonair-workshop-equipment,"Jonair services specialise in the supply, repair, training and distribution of the highest quality automotive equipment including; brake lathes, hoists, tyre ...",6
Jonika,https://linkedin.com/company/jonika-b.v.,Website: https://jonika.nl/. External link for Jonika ; Industry: Packaging and Containers Manufacturing ; Company size: 11-50 employees ; Headquarters: OOSTDIJK.,2
Jordan - Air Force,https://linkedin.com/company/jordan-armed-forces,"The first organized army in Jordan was established on 22 October 1920, and was named the ""Mobile Force"". At the time it only had 150 men in its ranks.",31
Jordan Aviation,https://linkedin.com/company/jordan-aviation-airlines,Jordan Aviation Airlines | 8719 followers on LinkedIn. JORDAN AVIATION is pleased to announce the renewal of its IOSA certificate for the 4th time covering ...,7
Journey Aviation,https://linkedin.com/company/journey-aviation,"Journey Aviation is a private jet charter operator and aircraft management company with flights offered worldwide. We specialize aircraft charter, management, ...",8
JS Aviation,https://linkedin.com/company/js-aviation-adjusting-ltd,"Specialist in General Aviation and business/corporate claims adjusting and Surveying services. Locations. Primary. New Haw, Surrey, GB. Get directions. Similar ...",2
JSX,https://linkedin.com/company/jsx,"JSX | 43573 followers on LinkedIn. Welcome to your hop-on jet service. No lines and no waiting means more time to do your thing. | From now on, this is how ...",72
Jump Air,https://linkedin.com/company/jump-air,"European ACMI airline with ATR 72-500 fleet. http://jump-airways.com Locations Primary Svitrigailos gatve Vilnius, Vilniaus, LT Get directions",2
Juneyao Air,https://linkedin.com/company/juneyao-airlines-co-ltd-/,"Juneyao Airlines mainly operates domestic air transport of passenger, cargo and mail, business and tourist charter, as well as flights to Hong Kong, Macao and ...",103
Jung Sky,https://linkedin.com/company/jung-sky-d.o.o.,Jung Sky is a business aviation operator & an aircraft maintenance organisation that brings together aviators and aviation experts with a great deal of passion.,3
K&R Aviation,https://linkedin.com/company/kr-negotiation-associates,"K&R is an international consulting, negotiating, and training firm comprised of professional negotiators, sales executives, and business lawyers.",9
K-Mile Air,https://linkedin.com/company/k-mileair/,K-Mile Air is a Thai-registered express cargo airline based at Suvarnabhumi Airport. It was established in 2004 and began operations in 2006.,7
KaiserAir,https://linkedin.com/company/kaiserair,"KaiserAir, Inc., with 70+ years of perfect safety through worldwide aviation experience, is the San Francisco Bay Area's leading authority on Business ...",3
Kalitta Air,https://linkedin.com/company/kalittaair,"Kalitta Air | 34274 followers on LinkedIn. We deliver on time, anytime, anywhere. | Air freight cargo transportation, worldwide movement of common cargo, ...",31
Kalitta Charters,https://linkedin.com/company/kalittachartersii,"Kalitta Charters II LLC is a company based out of 843 Willow Run Airport, Ypsilanti, Michigan, United States. Website: http://kalittachartersii.com.",29
Kalitta Charters II,https://linkedin.com/company/kalittachartersii,"Kalitta Charters II LLC is a company based out of 843 Willow Run Airport, Ypsilanti, Michigan, United States. Website: http://kalittachartersii.com.",12
Kam Air,https://linkedin.com/company/kam-airrq,"Kam Air was Afghanistan's first private commercial airline and is owned by its founder, Mr. Zamaray Kamgar.",11
Kamaka Air,https://linkedin.com/company/kamaka-air-inc,"Kamaka Air provides fast, reliable interisland cargo service to all major islands within the State of Hawaii, with a focus on the communities of Moloka'i and ...",10
Kangala Air Express,https://linkedin.com/company/mys-bagam,Burkina Faso's Kangala Air Express is seeking to acquire a B737QC and a widebody aircraft. 5. Russia's Angara Airlines is considering the acquisition of the ...,1
Kansas State University Aviation,https://linkedin.com/company/kansas-aviation-museum,We are a non-profit museum that concentrates on the history of Kansas aviation. We preserve the history of Kansas Aviation while educating.,32
Karun Airlines,https://linkedin.com/company/karun-air,"Karun Airlines is an airline based in Tehran, Iran. It operates cargo and passenger scheduled and charter services within Iran and to neighbouring regions.",13
Kaz Air Jet,https://linkedin.com/company/ile-de-la-reunion-tourisme,Page officielle du Comité Régional du Tourisme de l'île de La Réunion. Les principales missions de l'Ile de La Réunion Tourisme (IRT) sont : • la ...,7
Keewatin Air,https://linkedin.com/company/keewatin-air-lp,"We are one of the most comprehensive aeromedical organizations in Canada, providing 24-hour/365 day emergency air ambulance services.",3
Kenai Aviation,https://linkedin.com/company/kenaiaviation,"We operate daily scheduled flights between Kenai & Anchorage, scenic tours all over the peninsula, and charter services all over the State of Alaska.",2
